"Cluster"	"Category"	"Term_accession"	"Term_description"	"Count_query"	"Pop_query"	"Count_universe"	"Pop_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"linear_decreasing_GO"	"GO_CC"	"30018"	"Z disc "	10	270	33	1894	3.33333333333333	1.74234424498416	0.0913676277594652	1	1.91313131313131	"O00151;P17661;P21291;P21333;Q13643;Q14315;Q16527;Q8WX93;Q96HC4;Q9NR12"
"linear_decreasing_GO"	"GO_BP"	"6397"	"mRNA processing "	8	270	24	1894	2.59259259259259	1.26715945089757	0.0939541302050707	1	2.04598765432099	"O43143;O43390;P17931;P22626;P23246;Q15233;F8W6I7;A0A0B4J1Z1"
"linear_decreasing_GO"	"GO_MF"	"3690"	"double-stranded DNA binding "	8	270	24	1894	2.59259259259259	1.26715945089757	0.0939541302050707	1	2.04598765432099	"O75531;P09429;P10412;P12956;P16401;P16402;P26583;Q16666"
"linear_increasing_KEGG"	"KEGG_pathway"	"hsa04610"	"Complement and coagulation cascades - Homo sapiens (human)"	5	74	28	1894	5.4054054054054	1.47835269271383	0.0285127574585054	1	3.65637065637066	"P02671;P02675;P02679;P07204;P01024"
"linear_increasing_KEGG"	"KEGG_pathway"	"hsa04510"	"Focal adhesion - Homo sapiens (human)"	7	74	58	1894	8.10810810810811	3.0623020063358	0.0288220576035855	1	2.64771668219944	"A6NMZ7;P56199;Q16787;Q13751;Q13753;P61224;Q03135"
"linear_increasing_KEGG"	"KEGG_pathway"	"hsa04512"	"ECM-receptor interaction - Homo sapiens (human)"	5	74	30	1894	5.4054054054054	1.58394931362196	0.0347864558756915	1	3.41261261261261	"A6NMZ7;P56199;Q16787;Q13751;Q13753"
"linear_increasing_KEGG"	"KEGG_pathway"	"hsa04966"	"Collecting duct acid secretion - Homo sapiens (human)"	3	74	7	1894	2.7027027027027	0.369588173178458	0.0412377343916515	1	7.31274131274131	"Q13488;P02730;P00918"
"linear_increasing_KEGG"	"KEGG_pathway"	"hsa04611"	"Platelet activation - Homo sapiens (human)"	5	74	32	1894	5.4054054054054	1.6895459345301	0.0418043295107209	1	3.19932432432432	"P02671;P02675;P02679;P50148;P61224"
"linear_increasing_KEGG"	"KEGG_pathway"	"hsa05165"	"Human papillomavirus infection - Homo sapiens (human)"	6	74	53	1894	6.75675675675676	2.79831045406547	0.0607892215336198	1	2.41458439571647	"Q13488;A6NMZ7;P56199;Q16787;Q13751;Q13753"
"linear_increasing_KEGG"	"KEGG_pathway"	"hsa04613"	"Neutrophil extracellular trap formation - Homo sapiens (human)"	5	74	43	1894	5.4054054054054	2.27032734952482	0.09357216118365	1	2.3808925204274	"Q15109;P02671;P02675;P02679;P01024"
"linear_decreasing_KEGG"	"KEGG_pathway"	"hsa03010"	"Ribosome - Homo sapiens (human)"	25	270	53	1894	8.88888888888889	2.79831045406547	6.89468280142419e-06	0.00133756846347629	3.17651991614256	"P42766;P62906;P39023;P36578;P46777;Q02878;P18124;P62424;P62917;P32969;P30050;P61313;P62750;P05387;P23396;P61247;P62701;P62081;P46781;P62280;P62277;P39019;P62854;P42677;P50914"
"linear_decreasing_KEGG"	"KEGG_pathway"	"hsa05171"	"Coronavirus disease - COVID-19 - Homo sapiens (human)"	25	270	75	1894	8.88888888888889	3.95987328405491	0.000784061835365737	0.151323934225587	2.24474074074074	"P42766;P62906;P39023;P36578;P46777;Q02878;P18124;P62424;P62917;P32969;P30050;P61313;P62750;P05387;P23396;P61247;P62701;P62081;P46781;P62280;P62277;P39019;P62854;P42677;P50914"
"linear_decreasing_KEGG"	"KEGG_pathway"	"hsa03040"	"Spliceosome - Homo sapiens (human)"	9	270	27	1894	2.96296296296296	1.42555438225977	0.0670632767772162	1	2.07846364883402	"O43143;P51991;Q15393;O75533;P38159;P61978;Q15365;P84103;P38919"
