"Uniprot_Accession","Uniprot_ID","REACTOME_ID","REACTOME_description"
"O14965","AURKA_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P53350","PLK1_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q66GS9","CP135_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P43034","LIS1_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q8NHV4","NEDD1_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P41208","CETN2_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P68366","TBA4A_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P0CG48","UBC_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q9BT25","HAUS8_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P07437","TBB5_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q15691","MARE1_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q86SQ7","SDCG8_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q5JTW2","CEP78_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q99996","AKAP9_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q9BV73","CP250_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q8NHQ1","CEP70_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P06493","CDK1_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q9NXR1","NDE1_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P23258","TBG1_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"O14974","MYPT1_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q5BJF6","ODFP2_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q13409","DC1I2_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P48730","KC1D_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q13561","DCTN2_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q9UKB1","FBW1B_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q13616","CUL1_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q8TAP6","CEP76_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P17612","KAPCA_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q96CS2","HAUS1_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P07900","HS90A_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P62979","RS27A_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P14635","CCNB1_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P49674","KC1E_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"O43805","SSNA1_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"O75665","OFD1_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q9H6D7","HAUS4_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q96IF1","AJUBA_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P51955","NEK2_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q96MT8","CEP63_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"O95613","PCNT_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q7Z7A1","CNTRL_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P61006","RAB8A_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P04350","TBB4A_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P0CG47","UBB_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q71U36","TBA1A_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P63208","SKP1_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q9Y297","FBW1A_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P62140","PP1B_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"A8K8P3","SFI1_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"Q9BYV8","CEP41_HUMAN","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition"
"P35568","IRS1_HUMAN","R-HSA-2586552","Signaling by Leptin"
"P41159","LEP_HUMAN","R-HSA-2586552","Signaling by Leptin"
"P42229","STA5A_HUMAN","R-HSA-2586552","Signaling by Leptin"
"Q06124","PTN11_HUMAN","R-HSA-2586552","Signaling by Leptin"
"P51692","STA5B_HUMAN","R-HSA-2586552","Signaling by Leptin"
"O14543","SOCS3_HUMAN","R-HSA-2586552","Signaling by Leptin"
"P40763","STAT3_HUMAN","R-HSA-2586552","Signaling by Leptin"
"Q9Y4H2","IRS2_HUMAN","R-HSA-2586552","Signaling by Leptin"
"O60674","JAK2_HUMAN","R-HSA-2586552","Signaling by Leptin"
"P62987","RL40_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"P49810","PSN2_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q13547","HDAC1_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q9BZK7","TBL1R_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q92585","MAML1_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q9UBN7","HDAC6_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q9Y219","JAG2_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"O00548","DLL1_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q9NZ42","PEN2_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q13616","CUL1_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"A8MQ27","NEU1B_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q92793","CBP_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q9UBP5","HEY2_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q92831","KAT2B_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q9NR61","DLL4_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q8WW43","APH1B_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q86YT6","MIB1_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q09472","EP300_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q8WUI4","HDAC7_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q9BY41","HDAC8_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q14469","HES1_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"P78536","ADA17_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q9UKV0","HDAC9_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q969S8","HDA10_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q92542","NICA_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q06330","SUH_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q5TA89","HES5_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"O14672","ADA10_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q96JK9","MAML3_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"O60907","TBL1X_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"P0CG47","UBB_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"P49768","PSN1_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q13495","MAMD1_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"P62877","RBX1_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"P0CG48","UBC_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"P24863","CCNC_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q969H0","FBXW7_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q9Y618","NCOR2_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"P78504","JAG1_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q96AX9","MIB2_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q8IZL2","MAML2_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"O15379","HDAC3_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"P63208","SKP1_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"P01106","MYC_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"P56524","HDAC4_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q9Y5J3","HEY1_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q9UQL6","HDAC5_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"O75376","NCOR1_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q13573","SNW1_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"P49336","CDK8_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"O76050","NEUL1_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q96BI3","APH1A_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q9NQ87","HEYL_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"P62979","RS27A_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"P46531","NOTC1_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q92830","KAT2A_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q92769","HDAC2_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q96DB2","HDA11_HUMAN","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"Q969H0","FBXW7_HUMAN","R-HSA-2644607","Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling"
"P62877","RBX1_HUMAN","R-HSA-2644607","Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling"
"P46531","NOTC1_HUMAN","R-HSA-2644607","Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling"
"Q13616","CUL1_HUMAN","R-HSA-2644607","Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling"
"P63208","SKP1_HUMAN","R-HSA-2644607","Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling"
"Q13136","LIPA1_HUMAN","R-HSA-264642","Acetylcholine Neurotransmitter Release Cycle"
"O75145","LIPA3_HUMAN","R-HSA-264642","Acetylcholine Neurotransmitter Release Cycle"
"O95153","RIMB1_HUMAN","R-HSA-264642","Acetylcholine Neurotransmitter Release Cycle"
"Q86UR5","RIMS1_HUMAN","R-HSA-264642","Acetylcholine Neurotransmitter Release Cycle"
"P20336","RAB3A_HUMAN","R-HSA-264642","Acetylcholine Neurotransmitter Release Cycle"
"P28329","CLAT_HUMAN","R-HSA-264642","Acetylcholine Neurotransmitter Release Cycle"
"P63027","VAMP2_HUMAN","R-HSA-264642","Acetylcholine Neurotransmitter Release Cycle"
"P60880","SNP25_HUMAN","R-HSA-264642","Acetylcholine Neurotransmitter Release Cycle"
"P21579","SYT1_HUMAN","R-HSA-264642","Acetylcholine Neurotransmitter Release Cycle"
"O75334","LIPA2_HUMAN","R-HSA-264642","Acetylcholine Neurotransmitter Release Cycle"
"Q9GZV3","SC5A7_HUMAN","R-HSA-264642","Acetylcholine Neurotransmitter Release Cycle"
"O75335","LIPA4_HUMAN","R-HSA-264642","Acetylcholine Neurotransmitter Release Cycle"
"O14810","CPLX1_HUMAN","R-HSA-264642","Acetylcholine Neurotransmitter Release Cycle"
"Q16623","STX1A_HUMAN","R-HSA-264642","Acetylcholine Neurotransmitter Release Cycle"
"Q16572","VACHT_HUMAN","R-HSA-264642","Acetylcholine Neurotransmitter Release Cycle"
"O14795","UN13B_HUMAN","R-HSA-264642","Acetylcholine Neurotransmitter Release Cycle"
"P08670","VIME_HUMAN","R-HSA-264870","Caspase-mediated cleavage of cytoskeletal proteins"
"Q14790","CASP8_HUMAN","R-HSA-264870","Caspase-mediated cleavage of cytoskeletal proteins"
"Q15149","PLEC_HUMAN","R-HSA-264870","Caspase-mediated cleavage of cytoskeletal proteins"
"P55212","CASP6_HUMAN","R-HSA-264870","Caspase-mediated cleavage of cytoskeletal proteins"
"P55210","CASP7_HUMAN","R-HSA-264870","Caspase-mediated cleavage of cytoskeletal proteins"
"O43903","GAS2_HUMAN","R-HSA-264870","Caspase-mediated cleavage of cytoskeletal proteins"
"P42574","CASP3_HUMAN","R-HSA-264870","Caspase-mediated cleavage of cytoskeletal proteins"
"Q9UJU6","DBNL_HUMAN","R-HSA-264870","Caspase-mediated cleavage of cytoskeletal proteins"
"P10636","TAU_HUMAN","R-HSA-264870","Caspase-mediated cleavage of cytoskeletal proteins"
"Q13813","SPTN1_HUMAN","R-HSA-264870","Caspase-mediated cleavage of cytoskeletal proteins"
"P06396","GELS_HUMAN","R-HSA-264870","Caspase-mediated cleavage of cytoskeletal proteins"
"P35611","ADDA_HUMAN","R-HSA-264870","Caspase-mediated cleavage of cytoskeletal proteins"
"Q9NV70","EXOC1_HUMAN","R-HSA-264876","Insulin processing"
"Q12840","KIF5A_HUMAN","R-HSA-264876","Insulin processing"
"Q96KP1","EXOC2_HUMAN","R-HSA-264876","Insulin processing"
"O00471","EXOC5_HUMAN","R-HSA-264876","Insulin processing"
"P63027","VAMP2_HUMAN","R-HSA-264876","Insulin processing"
"P33176","KINH_HUMAN","R-HSA-264876","Insulin processing"
"Q16623","STX1A_HUMAN","R-HSA-264876","Insulin processing"
"Q8NFW9","MYRIP_HUMAN","R-HSA-264876","Insulin processing"
"P07237","PDIA1_HUMAN","R-HSA-264876","Insulin processing"
"P16870","CBPE_HUMAN","R-HSA-264876","Insulin processing"
"Q8TAG9","EXOC6_HUMAN","R-HSA-264876","Insulin processing"
"Q9HBJ8","CLTRN_HUMAN","R-HSA-264876","Insulin processing"
"Q9UPT5","EXOC7_HUMAN","R-HSA-264876","Insulin processing"
"O60282","KIF5C_HUMAN","R-HSA-264876","Insulin processing"
"P16519","NEC2_HUMAN","R-HSA-264876","Insulin processing"
"Q9Y4I1","MYO5A_HUMAN","R-HSA-264876","Insulin processing"
"Q96A65","EXOC4_HUMAN","R-HSA-264876","Insulin processing"
"P51159","RB27A_HUMAN","R-HSA-264876","Insulin processing"
"O60645","EXOC3_HUMAN","R-HSA-264876","Insulin processing"
"Q8IWU4","ZNT8_HUMAN","R-HSA-264876","Insulin processing"
"Q8TAD4","ZNT5_HUMAN","R-HSA-264876","Insulin processing"
"P29120","NEC1_HUMAN","R-HSA-264876","Insulin processing"
"Q86YB8","ERO1B_HUMAN","R-HSA-264876","Insulin processing"
"Q8IYI6","EXOC8_HUMAN","R-HSA-264876","Insulin processing"
"P01308","INS_HUMAN","R-HSA-264876","Insulin processing"
"P78504","JAG1_HUMAN","R-HSA-2660826","Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"
"P46531","NOTC1_HUMAN","R-HSA-2660826","Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"
"Q9NR61","DLL4_HUMAN","R-HSA-2660826","Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"
"P78536","ADA17_HUMAN","R-HSA-2660826","Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"
"O00548","DLL1_HUMAN","R-HSA-2660826","Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"
"Q9Y219","JAG2_HUMAN","R-HSA-2660826","Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"
"O14672","ADA10_HUMAN","R-HSA-2660826","Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"
"Q9BYT9","ANO3_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P51170","SCNNG_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q15413","RYR3_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P51172","SCNND_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q32M45","ANO4_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"O00141","SGK1_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q4KMQ2","ANO6_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q9BSA4","TTYH2_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q9P2D8","UNC79_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"O00476","NPT4_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q92736","RYR2_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P51797","CLCN6_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P51168","SCNNB_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q5XXA6","ANO1_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P68106","FKB1B_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q16515","ASIC2_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P51793","CLCN4_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"O14958","CASQ2_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P78348","ASIC1_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P51788","CLCN2_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P27105","STOM_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q9NY37","ASIC5_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P51801","CLCKB_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q9BYP7","WNK3_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P51800","CLCKA_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q13061","TRDN_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P37088","SCNNA_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q8TAV4","STML3_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P51798","CLCN7_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P62987","RL40_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q9H0M0","WWP1_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P51790","CLCN3_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P0DP23","CALM1_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P51795","CLCN5_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q8N1M1","BEST3_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q14CN2","CLCA4_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q86UD5","SL9B2_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q75V66","ANO5_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P21817","RYR1_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P0CG48","UBC_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q4ZJI4","SL9B1_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q8NHX9","TPC2_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P31415","CASQ1_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q9C0H2","TTYH3_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q6IWH7","ANO7_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q9ULQ1","TPC1_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P62979","RS27A_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P30626","SORCN_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q5TAH2","SL9C2_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q96J92","WNK4_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"O76090","BEST1_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q96PU5","NED4L_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"O15247","CLIC2_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P04049","RAF1_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q9Y3S1","WNK2_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q8IZF0","NALCN_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q9NW15","ANO10_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q4G0N8","SL9C1_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q8N2C7","UNC80_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q99576","T22D3_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q9HCE9","ANO8_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q9HBY8","SGK2_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"A1A5B4","ANO9_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q9Y6N3","CLCA3_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q86WC4","OSTM1_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q9NQ90","ANO2_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P35523","CLCN1_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q96FT7","ASIC4_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P0CG47","UBB_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q9UQC9","CLCA2_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"A8K7I4","CLCA1_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q96BR1","SGK3_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q8NFU0","BEST4_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q9UHC3","ASIC3_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q9H4A3","WNK1_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q12797","ASPH_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q8NFU1","BEST2_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"Q8WZ55","BSND_HUMAN","R-HSA-2672351","Stimuli-sensing channels"
"P52799","EFNB2_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"P07948","LYN_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"P29317","EPHA2_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"P07947","YES_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"O43921","EFNA2_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"P98172","EFNB1_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"O15197","EPHB6_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"P29323","EPHB2_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"P29322","EPHA8_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"P52803","EFNA5_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"Q15768","EFNB3_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"Q9UF33","EPHA6_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"P54756","EPHA5_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"P54764","EPHA4_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"Q15375","EPHA7_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"P54753","EPHB3_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"P20827","EFNA1_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"P52798","EFNA4_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"P29320","EPHA3_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"P06241","FYN_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"P21709","EPHA1_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"Q5JZY3","EPHAA_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"P54760","EPHB4_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"P52797","EFNA3_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"P54762","EPHB1_HUMAN","R-HSA-2682334","EPH-Ephrin signaling"
"Q96AX9","MIB2_HUMAN","R-HSA-2691232","Constitutive Signaling by NOTCH1 HD Domain Mutants"
"Q86YT6","MIB1_HUMAN","R-HSA-2691232","Constitutive Signaling by NOTCH1 HD Domain Mutants"
"P0CG47","UBB_HUMAN","R-HSA-2691232","Constitutive Signaling by NOTCH1 HD Domain Mutants"
"O14672","ADA10_HUMAN","R-HSA-2691232","Constitutive Signaling by NOTCH1 HD Domain Mutants"
"Q9Y219","JAG2_HUMAN","R-HSA-2691232","Constitutive Signaling by NOTCH1 HD Domain Mutants"
"P0CG48","UBC_HUMAN","R-HSA-2691232","Constitutive Signaling by NOTCH1 HD Domain Mutants"
"P46531","NOTC1_HUMAN","R-HSA-2691232","Constitutive Signaling by NOTCH1 HD Domain Mutants"
